session	role	backend	model	ts	turn	reason	inner	cost_usd	ctx_pct
research-codex-abuse	full-cycle	codex	gpt-5.6-sol	2026-07-18T11:14:24.338240+00:00	0	interrupted	0	10.23	50
research-codex-cost	full-cycle	codex	gpt-5.6-sol	2026-07-24T14:23:59.242099+00:00	0	end_turn	0	14.92	21
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-19T05:10:50.503296+00:00	0	end_turn	39	2.39	6
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-19T06:47:18.571881+00:00	1	end_turn	14	1.86	9
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-19T06:58:04.195012+00:00	2	end_turn	61	4.4	11
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-19T08:17:33.575090+00:00	3	end_turn	9	1.92	14
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-19T08:24:06.306646+00:00	4	end_turn	7	0.6	15
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-19T08:37:31.244691+00:00	5	end_turn	2	0.19	15
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-20T15:01:06.414136+00:00	6	end_turn	2	1.79	16
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-20T15:01:25.585930+00:00	7	end_turn	2	0.21	16
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-20T15:06:05.833158+00:00	8	end_turn	1	0.11	17
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T12:33:35.331612+00:00	9	end_turn	8	2.46	17
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T12:40:38.656028+00:00	10	end_turn	4	0.42	19
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T12:48:03.108889+00:00	11	end_turn	3	0.37	19
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T12:51:10.638509+00:00	12	end_turn	5	0.56	20
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T12:52:16.681751+00:00	13	end_turn	2	0.24	20
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T12:57:22.199255+00:00	14	stop_sequence	1	0.0	20
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T12:58:10.660761+00:00	15	stop_sequence	1	0.0	20
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T13:53:17.711151+00:00	16	stop_sequence	1	0.0	20
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T16:04:44.462929+00:00	17	end_turn	10	0.71	6
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T16:10:43.947272+00:00	18	end_turn	3	0.1	5
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T16:14:07.861039+00:00	19	end_turn	5	0.18	5
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T16:25:08.583581+00:00	20	end_turn	12	0.56	6
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T10:20:45.120949+00:00	21	end_turn	1	0.64	7
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T10:25:11.674967+00:00	22	end_turn	18	0.85	8
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T10:25:20.013911+00:00	23	end_turn	1	0.05	9
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T03:09:42.317003+00:00	24	end_turn	16	2.02	9
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T03:16:38.060601+00:00	25	end_turn	6	0.39	11
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T03:24:02.677892+00:00	26	end_turn	11	0.95	11
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T03:25:25.850338+00:00	27	end_turn	2	0.38	13
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T03:28:28.273580+00:00	28	end_turn	1	0.1	13
COG-second-brain-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T03:29:10.433778+00:00	29	end_turn	1	0.09	13
mobile-os-strategy	full-cycle	codex	gpt-5.6-sol	2026-07-18T11:24:41.707016+00:00	0	interrupted	0	10.25	59
mobile-os-strategy	full-cycle	codex	gpt-5.6-sol	2026-07-18T11:25:50.390972+00:00	1	end_turn	0	1.06	59
mobile-os-strategy	full-cycle	codex	gpt-5.6-sol	2026-07-18T11:39:51.732775+00:00	2	interrupted	0	3.25	74
mobile-os-strategy	full-cycle	codex	gpt-5.6-sol	2026-07-18T11:40:27.093831+00:00	3	interrupted	0	0.32	74
mobile-os-strategy	full-cycle	codex	gpt-5.6-sol	2026-07-18T12:26:22.471329+00:00	4	interrupted	0	9.49	72
mobile-os-strategy	full-cycle	codex	gpt-5.6-sol	2026-07-18T12:27:02.595972+00:00	5	end_turn	0	0.98	73
mobile-os-strategy	full-cycle	codex	gpt-5.6-sol	2026-07-18T14:01:40.904987+00:00	6	interrupted	0	9.56	70
mobile-os-strategy	full-cycle	codex	gpt-5.6-sol	2026-07-19T08:08:27.611558+00:00	7	end_turn	0	14.31	39
mcp-direct	worker	codex	gpt-5.6-sol	2026-07-23T12:41:07.095261+00:00	0	end_turn	0	4.32	52
mcp-direct	worker	codex	gpt-5.6-sol	2026-07-23T13:55:56.602793+00:00	1	error	0	4.83	57
mcp-direct	worker	codex	gpt-5.6-sol	2026-07-23T13:57:14.657113+00:00	2	error	0	0.0	57
mcp-direct	worker	codex	gpt-5.6-sol	2026-07-23T13:58:34.101248+00:00	3	process_exit_0	0	0.0	57
mcp-direct	worker	codex	gpt-5.6-sol	2026-07-23T14:45:43.588469+00:00	4	end_turn	0	4.56	78
fix-skill-source	worker	codex	gpt-5.6-sol	2026-07-24T13:35:11.270369+00:00	0	interrupted	0	0.55	19
batch4-auto-home	worker	codex	gpt-5.6-sol	2026-07-24T04:39:47.274287+00:00	0	end_turn	0	5.13	79
batch4-auto-home	worker	codex	gpt-5.6-sol	2026-07-24T04:40:09.696154+00:00	1	end_turn	0	0.21	79
batch4-auto-home	worker	codex	gpt-5.6-sol	2026-07-24T04:40:27.405288+00:00	2	end_turn	0	0.22	79
batch4-auto-home	worker	codex	gpt-5.6-sol	2026-07-24T04:40:51.792970+00:00	3	end_turn	0	0.22	79
batch4-auto-home	worker	codex	gpt-5.6-sol	2026-07-24T04:41:09.733273+00:00	4	end_turn	0	0.22	79
feat-contabo-fix	worker	claude	claude-opus-5[1m]	2026-07-22T07:22:54.345931+00:00	1	end_turn	4	0.34	14
research-compress	full-cycle	claude	claude-opus-5[1m]	2026-07-25T10:55:38.652945+00:00	0	end_turn	25	7.98	27
research-compress	full-cycle	claude	claude-opus-5[1m]	2026-07-25T11:02:52.313432+00:00	1	end_turn	26	5.68	35
sales	full-cycle	codex	gpt-5.6-sol	2026-07-21T12:39:50.724353+00:00	0	end_turn	8	7.65	30
sales	full-cycle	codex	gpt-5.6-sol	2026-07-21T12:45:23.343306+00:00	1	end_turn	4	6.21	34
sales	full-cycle	codex	gpt-5.6-sol	2026-07-21T12:48:58.076643+00:00	2	end_turn	5	1.39	35
sales	full-cycle	codex	gpt-5.6-sol	2026-07-21T12:57:02.855108+00:00	3	stop_sequence	2	0.0	36
sales	full-cycle	codex	gpt-5.6-sol	2026-07-21T13:52:12.815960+00:00	4	stop_sequence	1	0.0	38
sales	full-cycle	codex	gpt-5.6-sol	2026-07-21T16:07:57.044135+00:00	5	end_turn	12	2.23	11
sales	full-cycle	codex	gpt-5.6-sol	2026-07-24T04:12:54.005487+00:00	6	end_turn	2	1.54	12
sales	full-cycle	codex	gpt-5.6-sol	2026-07-24T04:27:14.959657+00:00	7	end_turn	12	2.72	14
sales	full-cycle	codex	gpt-5.6-sol	2026-07-24T05:04:00.613922+00:00	8	end_turn	0	11.8	44
sales	full-cycle	codex	gpt-5.6-sol	2026-07-24T07:39:08.455820+00:00	9	end_turn	0	1.87	52
research-spark	full-cycle	codex	gpt-5.6-sol	2026-07-18T11:03:41.320567+00:00	0	interrupted	0	7.47	36
sensar-client-offer	full-cycle	claude	claude-opus-5[1m]	2026-07-19T09:26:50.495757+00:00	1	end_turn	26	3.77	16
sensar-client-offer	full-cycle	claude	claude-opus-5[1m]	2026-07-19T10:07:44.538732+00:00	2	end_turn	137	23.9	21
sensar-client-offer	full-cycle	claude	claude-opus-5[1m]	2026-07-19T10:18:54.091311+00:00	3	end_turn	44	9.48	36
batch4-food-services	worker	codex	gpt-5.6-sol	2026-07-24T04:46:43.681144+00:00	0	end_turn	0	6.03	60
fix-preview-sandbox	worker	codex	gpt-5.6-sol	2026-07-24T13:37:17.791915+00:00	0	interrupted	0	0.98	23
research-opus5	full-cycle	codex	gpt-5.6-sol	2026-07-24T17:39:48.197543+00:00	0	interrupted	0	8.59	27
research-opus5	full-cycle	codex	gpt-5.6-sol	2026-07-25T10:28:34.238569+00:00	1	end_turn	0	5.91	73
research-opus5	full-cycle	codex	gpt-5.6-sol	2026-07-25T10:35:38.074213+00:00	2	end_turn	0	1.91	79
mcp-mailru	worker	codex	gpt-5.6-sol	2026-07-23T15:05:34.261234+00:00	0	end_turn	0	1.76	23
batch4-med-beauty	worker	codex	gpt-5.6-sol	2026-07-24T04:43:47.292059+00:00	0	end_turn	0	5.53	32
batch4-med-beauty	worker	codex	gpt-5.6-sol	2026-07-24T04:44:21.009078+00:00	1	end_turn	0	0.1	32
audit-both-projects	full-cycle	claude	claude-opus-5[1m]	2026-07-19T08:10:19.239487+00:00	1	end_turn	1	0.68	25
VPN-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-22T06:56:49.894251+00:00	0	end_turn	7	2.4	20
VPN-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-22T07:06:47.778803+00:00	1	end_turn	13	1.23	18
VPN-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-22T07:11:52.018965+00:00	2	end_turn	10	1.06	19
VPN-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-22T07:13:17.640467+00:00	3	end_turn	2	0.23	19
VPN-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-22T07:22:41.431636+00:00	4	end_turn	5	0.53	19
VPN-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-22T07:24:06.294630+00:00	5	end_turn	10	1.05	20
VPN-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-22T08:21:52.388519+00:00	6	end_turn	1	0.55	20
mobile-os-brief	worker	codex	gpt-5.6-sol	2026-07-18T13:58:32.260457+00:00	0	end_turn	0	1.66	35
mobile-os-brief	worker	codex	gpt-5.6-sol	2026-07-18T14:03:23.893150+00:00	1	end_turn	0	1.59	45
mobile-os-brief	worker	codex	gpt-5.6-sol	2026-07-19T07:38:24.364376+00:00	2	end_turn	0	3.74	72
sensar-roadmap	full-cycle	codex	gpt-5.6-sol	2026-07-18T11:26:53.353800+00:00	0	end_turn	0	7.43	48
sensar-roadmap	full-cycle	codex	gpt-5.6-sol	2026-07-18T11:28:42.959128+00:00	1	end_turn	0	0.98	49
sensar-roadmap	full-cycle	codex	gpt-5.6-sol	2026-07-18T11:50:17.127244+00:00	2	interrupted	0	3.19	67
sensar-roadmap	full-cycle	codex	gpt-5.6-sol	2026-07-18T11:51:26.813008+00:00	3	interrupted	0	0.39	68
sensar-roadmap	full-cycle	codex	gpt-5.6-sol	2026-07-18T13:45:07.457399+00:00	4	interrupted	0	20.86	52
sensar-roadmap	full-cycle	codex	gpt-5.6-sol	2026-07-19T08:40:26.457025+00:00	5	end_turn	0	0.91	43
dev-lead	orchestrator	codex	gpt-5.6-sol	2026-07-21T03:10:15.595776+00:00	0	end_turn	2	2.87	27
dev-lead	orchestrator	codex	gpt-5.6-sol	2026-07-21T04:07:23.925107+00:00	1	end_turn	1	0.76	29
dev-lead	orchestrator	codex	gpt-5.6-sol	2026-07-21T05:05:16.166623+00:00	2	stop_sequence	1	0.0	8
os2-regulation	worker	codex	gpt-5.6-sol	2026-07-18T11:06:12.433311+00:00	0	end_turn	0	5.02	22
feat-ru-jobs	full-cycle	claude	claude-opus-5[1m]	2026-07-21T12:56:53.213367+00:00	1	stop_sequence	23	5.95	14
feat-ru-jobs	full-cycle	claude	claude-opus-5[1m]	2026-07-21T12:57:09.498702+00:00	2	stop_sequence	1	0.15	16
feat-ru-jobs	full-cycle	claude	claude-opus-5[1m]	2026-07-21T12:57:20.681829+00:00	3	stop_sequence	1	0.0	16
feat-ru-jobs	full-cycle	claude	claude-opus-5[1m]	2026-07-21T12:58:09.632592+00:00	4	stop_sequence	1	0.0	16
feat-ru-jobs	full-cycle	claude	claude-opus-5[1m]	2026-07-21T16:04:09.273209+00:00	5	unknown	0	0.0	16
impl-opus5	worker	codex	gpt-5.6-sol	2026-07-25T03:43:36.266906+00:00	0	interrupted	0	0.88	27
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-20T04:59:00.457803+00:00	1	end_turn	19	0.74	20
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-20T05:11:09.405742+00:00	2	end_turn	36	6.23	22
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-20T05:51:39.981958+00:00	3	end_turn	15	0.0	22
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-20T05:53:29.199453+00:00	4	end_turn	6	1.09	31
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-20T06:04:45.110836+00:00	5	tool_use	29	5.52	32
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-20T06:16:24.812910+00:00	6	end_turn	27	9.79	36
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-20T06:29:03.944559+00:00	7	end_turn	21	4.83	41
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-20T07:25:33.481475+00:00	8	end_turn	1	0.69	43
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-20T08:48:35.059999+00:00	9	end_turn	2	0.0	7
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-20T11:11:35.111087+00:00	10	end_turn	2	0.14	7
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-20T11:18:35.546552+00:00	11	end_turn	2	0.53	7
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-20T11:25:21.569540+00:00	12	stop_sequence	4	0.33	8
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-20T12:35:21.686920+00:00	13	stop_sequence	1	0.0	9
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-20T12:51:56.578567+00:00	14	stop_sequence	1	0.0	9
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-20T12:52:19.509469+00:00	15	stop_sequence	1	0.0	9
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-20T12:56:41.287769+00:00	16	end_turn	17	2.64	9
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-21T01:43:57.124001+00:00	17	end_turn	4	1.99	9
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-21T01:49:10.037008+00:00	18	tool_use	21	2.18	17
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-21T02:31:01.179357+00:00	19	end_turn	2	2.14	17
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-21T02:34:02.756117+00:00	20	end_turn	2	0.27	17
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-21T03:18:21.397667+00:00	21	end_turn	28	4.58	20
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-21T04:15:10.317434+00:00	22	end_turn	1	0.77	27
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-21T09:27:28.830255+00:00	23	end_turn	16	0.9	8
sensar-product-platform	full-cycle	claude	claude-opus-5[1m]	2026-07-21T10:22:09.916489+00:00	24	end_turn	40	1.39	9
fix-tg-drops	worker	codex	gpt-5.6-sol	2026-07-23T12:38:54.967884+00:00	0	end_turn	0	2.11	35
fix-tg-drops	worker	codex	gpt-5.6-sol	2026-07-24T02:42:23.587252+00:00	1	end_turn	0	0.6	37
fix-tg-drops	worker	codex	gpt-5.6-sol	2026-07-24T02:43:47.663346+00:00	2	end_turn	0	0.63	42
fix-tg-drops	worker	codex	gpt-5.6-sol	2026-07-24T02:51:46.770579+00:00	3	end_turn	0	2.94	63
fix-tg-drops	worker	codex	gpt-5.6-sol	2026-07-24T03:11:59.517979+00:00	4	end_turn	0	1.16	72
fix-tg-drops	worker	codex	gpt-5.6-sol	2026-07-24T03:19:14.908889+00:00	5	end_turn	0	1.41	77
fix-tg-drops	worker	codex	gpt-5.6-sol	2026-07-24T04:14:29.614298+00:00	6	end_turn	0	2.94	49
fix-tg-drops	worker	codex	gpt-5.6-sol	2026-07-24T04:52:37.255134+00:00	7	end_turn	0	7.6	45
fix-tg-drops	worker	codex	gpt-5.6-sol	2026-07-24T05:32:12.037826+00:00	8	end_turn	0	0.71	48
fix-tg-drops	worker	codex	gpt-5.6-sol	2026-07-24T07:01:03.569480+00:00	9	interrupted	0	4.4	68
seo-cro	worker	codex	gpt-5.6-sol	2026-07-19T13:23:51.664548+00:00	0	end_turn	21	2.13	9
seo-cro	worker	codex	gpt-5.6-sol	2026-07-19T13:27:42.322179+00:00	1	end_turn	13	0.8	10
seo-cro	worker	codex	gpt-5.6-sol	2026-07-21T04:58:18.348316+00:00	2	tool_use	3	1.17	11
seo-cro	worker	codex	gpt-5.6-sol	2026-07-21T05:01:43.226741+00:00	3	end_turn	15	4.59	12
seo-cro	worker	codex	gpt-5.6-sol	2026-07-21T05:03:34.915666+00:00	4	stop_sequence	12	2.5	16
seo-cro	worker	codex	gpt-5.6-sol	2026-07-21T05:05:11.038664+00:00	5	stop_sequence	5	0.0	18
seo-cro	worker	codex	gpt-5.6-sol	2026-07-21T07:24:49.612348+00:00	6	end_turn	29	3.1	18
seo-cro	worker	codex	gpt-5.6-sol	2026-07-21T07:25:56.196541+00:00	7	end_turn	6	0.55	17
seo-cro	worker	codex	gpt-5.6-sol	2026-07-23T11:38:18.443356+00:00	8	end_turn	44	6.55	18
seo-cro	worker	codex	gpt-5.6-sol	2026-07-23T12:35:12.281468+00:00	9	end_turn	1	0.68	21
seo-cro	worker	codex	gpt-5.6-sol	2026-07-24T02:44:29.153918+00:00	10	tool_use	5	0.63	7
seo-cro	worker	codex	gpt-5.6-sol	2026-07-24T02:48:46.961314+00:00	11	end_turn	0	1.07	19
research-codex-sleep	full-cycle	codex	gpt-5.6-sol	2026-07-25T04:19:22.058483+00:00	0	end_turn	0	8.04	90
research-codex-sleep	full-cycle	codex	gpt-5.6-sol	2026-07-25T04:30:47.231107+00:00	1	end_turn	0	0.41	18
research-codex-sleep	full-cycle	codex	gpt-5.6-sol	2026-07-25T04:39:24.995878+00:00	2	interrupted	0	1.25	28
research-codex-sleep	full-cycle	codex	gpt-5.6-sol	2026-07-25T04:42:06.452259+00:00	3	end_turn	0	1.86	46
research-codex-sleep	full-cycle	codex	gpt-5.6-sol	2026-07-25T04:46:24.101872+00:00	4	end_turn	0	0.22	47
research-codex-sleep	full-cycle	codex	gpt-5.6-sol	2026-07-25T04:48:13.332023+00:00	5	end_turn	0	0.22	48
research-codex-sleep	full-cycle	codex	gpt-5.6-sol	2026-07-25T04:53:33.840135+00:00	6	process_exit_0	0	0.0	48
research-codex-sleep	full-cycle	codex	gpt-5.6-sol	2026-07-25T04:59:08.625515+00:00	7	end_turn	0	1.85	63
research-codex-sleep	full-cycle	codex	gpt-5.6-sol	2026-07-25T05:00:03.571538+00:00	8	process_exit_0	0	0.0	63
research-codex-sleep	full-cycle	codex	gpt-5.6-sol	2026-07-25T05:00:56.728746+00:00	9	end_turn	0	0.22	66
research-codex-sleep	full-cycle	codex	gpt-5.6-sol	2026-07-25T05:11:17.736391+00:00	10	end_turn	0	0.21	67
research-codex-sleep	full-cycle	codex	gpt-5.6-sol	2026-07-25T05:23:26.856627+00:00	11	interrupted	0	1.52	70
mcp-yougile	worker	codex	gpt-5.6-sol	2026-07-23T15:13:18.915937+00:00	0	end_turn	0	6.73	72
codex-limits-source	full-cycle	codex	gpt-5.6-sol	2026-07-18T11:06:58.042910+00:00	0	end_turn	0	9.21	69
